,kolejności,Anon,Data zakupu,bottle_units,pitcher_units,accessory_units,other_units,bottle_filter_units,pitcher_filter_units,bottle_included_filter_units,total_bottle_filters
7200,209601749,ANON_6225,2024-07-12,1,0,0,4,0,0,1,1
7201,209613948,ANON_6226,2024-07-12,1,0,0,0,0,0,1,1
7202,209624892,ANON_6227,2024-07-12,1,0,0,0,0,0,1,1
7203,209630862,ANON_0695,2024-07-13,2,0,0,1,8,0,2,10
7204,209639639,ANON_6228,2024-07-13,0,0,0,0,2,0,0,2
7205,209652464,ANON_6229,2024-07-13,0,1,0,0,0,2,0,0
7206,209668802,ANON_6230,2024-07-13,2,0,0,0,2,0,2,4
7207,209677707,ANON_6231,2024-07-13,0,0,0,0,6,0,0,6
7208,209686712,ANON_6232,2024-07-13,0,0,1,0,3,0,0,3
7209,209700946,ANON_6233,2024-07-13,2,0,0,0,7,0,2,9
7210,209711489,ANON_6234,2024-07-13,0,0,0,1,0,0,0,0
7211,209717081,ANON_0012,2024-07-13,1,0,0,0,3,0,1,4
7212,209723244,ANON_6235,2024-07-13,2,0,0,0,5,0,2,7
7213,209733113,ANON_6236,2024-07-13,0,0,0,0,6,0,0,6
7214,209735415,ANON_5417,2024-07-13,0,0,0,0,0,6,0,0
7215,209742661,ANON_6237,2024-07-13,1,0,0,0,2,0,1,3
7216,209762806,ANON_6238,2024-07-14,1,0,0,0,0,0,1,1
7217,209774180,ANON_6239,2024-07-14,1,0,0,0,3,0,1,4
7218,209781899,ANON_6240,2024-07-14,0,1,0,1,0,9,0,0
7219,209793234,ANON_6241,2024-07-14,0,1,0,0,3,0,0,3
7220,209806508,ANON_6242,2024-07-14,0,1,0,0,0,4,0,0
7221,209822710,ANON_6243,2024-07-14,1,0,0,0,12,0,1,13
7222,209837950,ANON_2448,2024-07-14,0,0,0,0,6,12,0,6
7223,209839810,ANON_6244,2024-07-14,0,0,0,0,0,12,0,0
7224,209842548,ANON_3989,2024-07-14,0,0,0,0,8,0,0,8
7225,209850348,ANON_6245,2024-07-14,0,0,0,0,1,0,0,1
7226,209867550,ANON_6246,2024-07-14,1,0,2,0,7,0,1,8
7227,209876763,ANON_6247,2024-07-14,0,1,0,0,0,5,0,0
7228,209890077,ANON_6248,2024-07-14,0,1,0,1,0,2,0,0
7229,209907705,ANON_6249,2024-07-14,1,0,0,0,3,0,1,4
7230,209920270,ANON_6250,2024-07-14,0,1,0,0,0,0,0,0
7231,209935470,ANON_6251,2024-07-15,0,1,0,0,0,4,0,0
7232,209957174,ANON_6252,2024-07-15,1,0,0,0,0,0,1,1
7233,209971146,ANON_6253,2024-07-15,0,2,0,0,0,4,0,0
7234,209985821,ANON_6254,2024-07-15,0,0,0,3,0,0,0,0
7235,209997469,ANON_6255,2024-07-15,0,1,0,1,0,7,0,0
7236,210013418,ANON_6256,2024-07-15,0,1,0,0,1,0,0,1
7237,210017674,ANON_1215,2024-07-15,2,0,0,0,10,0,2,12
7238,210025876,ANON_6257,2024-07-15,0,1,0,0,0,0,0,0
7239,210051584,ANON_6258,2024-07-15,0,1,0,0,0,0,0,0
7240,210070936,ANON_6259,2024-07-15,1,0,0,0,13,6,1,14
7241,210082047,ANON_4674,2024-07-15,0,0,0,0,0,1,0,0
7242,210095231,ANON_6260,2024-07-15,1,0,0,0,0,0,1,1
7243,210108277,ANON_6261,2024-07-15,1,0,0,0,7,0,1,8
7244,210116437,ANON_4810,2024-07-15,2,0,0,1,6,3,2,8
7245,210117824,ANON_6262,2024-07-15,0,0,0,0,6,0,0,6
7246,210126284,ANON_6263,2024-07-15,0,0,0,0,0,7,0,0
7247,210133724,ANON_6264,2024-07-15,2,0,0,1,3,0,2,5
7248,210136424,ANON_0006,2024-07-15,1,0,0,0,3,0,1,4
7249,210140481,ANON_6265,2024-07-15,1,0,0,0,7,0,1,8
7250,210152262,ANON_6266,2024-07-15,0,1,0,0,0,5,0,0
7251,210164891,ANON_6267,2024-07-15,0,0,0,0,0,2,0,0
7252,210176412,ANON_6268,2024-07-15,1,0,0,0,0,0,1,1
7253,210189519,ANON_6269,2024-07-15,0,1,0,0,0,9,0,0
7254,210201470,ANON_6270,2024-07-16,1,0,0,0,0,0,1,1
7255,210205815,ANON_0140,2024-07-16,0,1,0,1,3,6,0,3
7256,210216253,ANON_6271,2024-07-16,1,0,0,0,3,0,1,4
7257,210245701,ANON_6272,2024-07-16,2,0,0,0,7,0,2,9
7258,210288170,ANON_6273,2024-07-16,0,1,0,0,0,4,0,0
7259,210314627,ANON_6274,2024-07-16,1,0,0,0,1,0,1,2
7260,210321351,ANON_6275,2024-07-16,0,1,0,0,0,2,0,0
7261,210335921,ANON_6276,2024-07-16,1,1,0,0,0,2,1,1
7262,210345321,ANON_6277,2024-07-16,2,0,0,0,6,0,2,8
7263,210358728,ANON_6278,2024-07-16,0,1,0,0,4,2,0,4
7264,210375168,ANON_6279,2024-07-16,0,1,0,0,0,9,0,0
7265,210389179,ANON_6280,2024-07-16,1,0,0,0,0,0,1,1
7266,210414416,ANON_6281,2024-07-16,0,1,0,0,0,0,0,0
7267,210439155,ANON_6282,2024-07-17,0,1,0,0,0,2,0,0
7268,210447168,ANON_2292,2024-07-17,0,0,0,0,0,6,0,0
7269,210463674,ANON_6283,2024-07-17,0,0,0,1,0,0,0,0
7270,210478863,ANON_6284,2024-07-17,4,0,0,0,7,0,4,11
7271,210492061,ANON_5993,2024-07-17,0,0,0,1,0,0,0,0
7272,210494836,ANON_6285,2024-07-17,0,1,0,0,0,2,0,0
7273,210513713,ANON_6286,2024-07-17,0,1,0,0,0,0,0,0
7274,210528933,ANON_6287,2024-07-17,0,1,0,3,0,2,0,0
7275,210548530,ANON_6288,2024-07-17,1,0,0,0,4,0,1,5
7276,210570368,ANON_6289,2024-07-17,1,0,0,0,1,0,1,2
7277,210593689,ANON_6290,2024-07-17,0,1,0,0,0,9,0,0
7278,210612160,ANON_6291,2024-07-17,1,0,0,0,0,0,1,1
7279,210622366,ANON_2453,2024-07-17,0,1,0,1,0,12,0,0
7280,210631483,ANON_6292,2024-07-17,1,0,0,0,4,0,1,5
7281,210643048,ANON_6293,2024-07-17,1,0,0,0,2,0,1,3
7282,210661442,ANON_6294,2024-07-17,0,0,0,3,0,0,0,0
7283,210687980,ANON_6295,2024-07-18,2,0,0,0,0,0,2,2
7284,210705471,ANON_6296,2024-07-18,0,0,0,3,0,0,0,0
7285,210720661,ANON_6297,2024-07-18,1,0,0,0,0,0,1,1
7286,210732405,ANON_6298,2024-07-18,1,0,0,0,3,0,1,4
7287,210754683,ANON_6299,2024-07-18,0,0,0,0,0,5,0,0
7288,210767630,ANON_6300,2024-07-18,1,0,0,0,6,0,1,7
7289,210777419,ANON_3360,2024-07-18,2,0,1,0,2,0,2,4
7290,210782799,ANON_6301,2024-07-18,1,0,0,0,4,0,1,5
7291,210784417,ANON_0545,2024-07-18,0,0,0,0,6,0,0,6
7292,210802258,ANON_6302,2024-07-18,1,0,0,0,4,0,1,5
7293,210814047,ANON_6303,2024-07-18,0,1,0,0,0,4,0,0
7294,210821190,ANON_6296,2024-07-18,4,0,0,0,15,0,4,19
7295,210826800,ANON_6304,2024-07-18,0,1,0,0,0,4,0,0
7296,210843497,ANON_6305,2024-07-18,1,0,0,0,4,0,1,5
7297,210857075,ANON_6306,2024-07-18,0,0,0,0,0,11,0,0
7298,210859932,ANON_4634,2024-07-18,0,0,0,0,6,0,0,6
7299,210863823,ANON_6296,2024-07-19,1,0,0,0,4,0,1,5
7300,210874502,ANON_6307,2024-07-19,1,0,0,0,6,0,1,7
7301,210897865,ANON_6308,2024-07-19,0,0,0,3,0,0,0,0
7302,210910627,ANON_6309,2024-07-19,0,1,0,0,0,10,0,0
7303,210926196,ANON_6310,2024-07-19,0,1,0,0,0,0,0,0
7304,210927536,ANON_6308,2024-07-19,1,0,0,2,0,0,1,1
7305,210936907,ANON_6311,2024-07-19,0,1,0,0,0,2,0,0
7306,210949050,ANON_6312,2024-07-19,0,1,0,1,0,7,0,0
7307,210960202,ANON_6313,2024-07-19,0,1,0,0,0,2,0,0
7308,210974490,ANON_4454,2024-07-19,0,1,0,0,0,6,0,0
7309,210976971,ANON_6314,2024-07-19,0,0,0,1,0,0,0,0
7310,210990530,ANON_6315,2024-07-19,2,1,0,1,0,2,2,2
7311,210996102,ANON_4727,2024-07-19,1,0,0,0,0,0,1,1
7312,211004310,ANON_6316,2024-07-19,0,0,1,0,2,0,0,2
7313,211019554,ANON_6317,2024-07-19,3,0,0,1,9,0,3,12
7314,211037468,ANON_6318,2024-07-20,0,1,0,0,0,5,0,0
7315,211051721,ANON_6319,2024-07-20,1,1,1,0,3,0,1,4
7316,211060182,ANON_6320,2024-07-20,1,0,0,0,0,0,1,1
7317,211070666,ANON_6321,2024-07-20,0,0,0,0,6,0,0,6
7318,211084492,ANON_6322,2024-07-20,0,1,0,0,0,2,0,0
7319,211089538,ANON_3138,2024-07-20,0,0,0,0,0,9,0,0
7320,211091758,ANON_6323,2024-07-20,0,1,0,0,0,5,0,0
7321,211101923,ANON_6324,2024-07-20,0,1,0,0,0,2,0,0
7322,211111440,ANON_6325,2024-07-20,4,0,0,2,6,0,4,10
7323,211120459,ANON_6326,2024-07-20,0,0,0,0,6,0,0,6
7324,211139622,ANON_6327,2024-07-21,2,0,0,0,2,0,2,4
7325,211150928,ANON_6328,2024-07-21,0,1,0,0,0,2,0,0
7326,211161352,ANON_6329,2024-07-21,1,0,0,0,0,0,1,1
7327,211171767,ANON_6330,2024-07-21,0,0,0,2,0,0,0,0
7328,211182208,ANON_0568,2024-07-21,3,0,0,1,9,0,3,12
7329,211183866,ANON_6331,2024-07-21,0,1,0,1,0,7,0,0
7330,211192882,ANON_6332,2024-07-21,0,1,0,0,0,4,0,0
7331,211199933,ANON_0020,2024-07-21,0,0,0,0,0,24,0,0
7332,211205250,ANON_6333,2024-07-21,0,1,0,0,6,0,0,6
7333,211220956,ANON_6334,2024-07-21,0,1,0,1,0,5,0,0
7334,211231143,ANON_6335,2024-07-21,0,1,0,0,0,0,0,0
7335,211243067,ANON_6336,2024-07-21,1,0,0,0,1,0,1,2
7336,211256773,ANON_6337,2024-07-21,0,0,0,0,0,5,0,0
7337,211271877,ANON_6338,2024-07-21,1,0,2,0,0,0,1,1
7338,211285241,ANON_6339,2024-07-21,1,0,0,0,0,0,1,1
7339,211299186,ANON_6340,2024-07-21,0,1,0,0,0,5,0,0
7340,211323088,ANON_6341,2024-07-22,0,0,0,1,1,10,0,1
7341,211338183,ANON_6342,2024-07-22,0,1,0,0,0,2,0,0
7342,211355973,ANON_6343,2024-07-22,1,0,0,0,4,0,1,5
7343,211373202,ANON_6344,2024-07-22,4,0,0,0,4,0,4,8
7344,211389657,ANON_6345,2024-07-22,1,0,0,0,0,0,1,1
7345,211402901,ANON_6346,2024-07-22,0,0,0,1,1,0,0,1
7346,211417647,ANON_6347,2024-07-22,0,1,0,0,0,2,0,0
7347,211430031,ANON_6348,2024-07-22,1,0,0,7,0,0,1,1
7348,211444803,ANON_6349,2024-07-22,0,1,0,0,0,0,0,0
7349,211453610,ANON_5505,2024-07-22,1,0,0,1,13,0,1,14
7350,211456897,ANON_6350,2024-07-22,1,0,0,0,4,0,1,5
7351,211478094,ANON_6351,2024-07-22,1,0,0,0,4,0,1,5
7352,211489695,ANON_6352,2024-07-22,0,0,0,0,6,0,0,6
7353,211501580,ANON_6353,2024-07-22,1,0,0,0,3,0,1,4
7354,211517939,ANON_6354,2024-07-22,0,2,0,0,0,0,0,0
7355,211524522,ANON_1271,2024-07-22,0,0,0,0,3,0,0,3
7356,211534949,ANON_6355,2024-07-22,0,0,0,0,6,0,0,6
7357,211559942,ANON_6356,2024-07-23,0,0,0,0,3,0,0,3
7358,211561526,ANON_1971,2024-07-23,1,0,2,0,0,0,1,1
7359,211575660,ANON_6357,2024-07-23,0,1,0,0,0,0,0,0
7360,211594170,ANON_6358,2024-07-23,1,0,0,0,3,0,1,4
7361,211616429,ANON_6359,2024-07-23,0,0,0,0,0,7,0,0
7362,211631850,ANON_6360,2024-07-23,1,0,0,0,0,0,1,1
7363,211648674,ANON_6361,2024-07-23,1,0,0,0,0,0,1,1
7364,211665731,ANON_6362,2024-07-23,0,1,0,0,0,4,0,0
7365,211677549,ANON_6351,2024-07-23,1,0,0,0,3,0,1,4
7366,211683207,ANON_6363,2024-07-23,2,0,0,0,1,0,2,3
7367,211702514,ANON_6364,2024-07-23,0,1,0,0,0,0,0,0
7368,211719043,ANON_6365,2024-07-23,0,0,0,0,6,0,0,6
7369,211739920,ANON_6366,2024-07-23,0,1,0,0,0,9,0,0
7370,211759286,ANON_6367,2024-07-23,0,0,0,0,6,0,0,6
7371,211775121,ANON_6368,2024-07-24,1,0,0,0,1,0,1,2
7372,211798834,ANON_6369,2024-07-24,1,0,0,0,0,0,1,1
7373,211813493,ANON_6370,2024-07-24,1,0,0,0,2,0,1,3
7374,211829808,ANON_6371,2024-07-24,1,0,0,0,0,0,1,1
7375,211847058,ANON_6372,2024-07-24,0,0,0,0,0,6,0,0
7376,211862970,ANON_6373,2024-07-24,0,1,0,0,0,6,0,0
7377,211877520,ANON_6374,2024-07-24,0,0,0,0,12,5,0,12
7378,211888204,ANON_1847,2024-07-24,2,0,0,0,1,0,2,3
7379,211890529,ANON_1840,2024-07-24,2,0,0,0,11,1,2,13
7380,211894101,ANON_6375,2024-07-24,0,1,0,0,0,4,0,0
7381,211910832,ANON_6376,2024-07-24,1,0,0,0,7,0,1,8
7382,211928660,ANON_6377,2024-07-24,2,0,0,0,0,0,2,2
7383,211953811,ANON_6378,2024-07-24,0,0,0,0,0,6,0,0
7384,211966646,ANON_6379,2024-07-24,1,0,0,0,4,0,1,5
7385,211991175,ANON_6380,2024-07-24,1,0,0,0,0,0,1,1
7386,212013874,ANON_6381,2024-07-25,0,1,0,0,0,0,0,0
7387,212028306,ANON_6382,2024-07-25,0,1,0,0,0,0,0,0
7388,212043594,ANON_6383,2024-07-25,1,0,0,0,6,0,1,7
7389,212060261,ANON_6384,2024-07-25,0,1,0,0,0,4,0,0
7390,212074421,ANON_6385,2024-07-25,1,0,0,0,2,0,1,3
7391,212081037,ANON_0714,2024-07-25,0,0,0,2,0,0,0,0
7392,212087174,ANON_6386,2024-07-25,1,0,0,0,0,0,1,1
7393,212099427,ANON_6387,2024-07-25,1,0,0,0,1,0,1,2
7394,212119988,ANON_6388,2024-07-25,0,1,0,0,0,0,0,0
7395,212136297,ANON_6389,2024-07-25,0,0,0,0,6,0,0,6
7396,212152581,ANON_6390,2024-07-25,0,1,0,0,0,4,0,0
7397,212173205,ANON_6391,2024-07-25,2,0,0,0,6,0,2,8
7398,212204240,ANON_6392,2024-07-26,1,0,0,0,0,0,1,1
7399,212225370,ANON_6393,2024-07-26,2,0,0,0,12,0,2,14
7400,212241798,ANON_1440,2024-07-26,1,0,0,0,7,0,1,8
7401,212245334,ANON_6394,2024-07-26,0,0,0,0,6,0,0,6
7402,212261516,ANON_6395,2024-07-26,1,0,0,0,7,7,1,8
7403,212277448,ANON_6396,2024-07-26,2,0,0,0,0,0,2,2
7404,212296591,ANON_6397,2024-07-26,1,0,0,0,0,0,1,1
7405,212310809,ANON_6398,2024-07-26,1,0,0,0,12,0,1,13
7406,212320183,ANON_6399,2024-07-26,0,0,0,1,0,0,0,0
7407,212337983,ANON_6400,2024-07-27,1,0,0,0,3,0,1,4
7408,212349334,ANON_6401,2024-07-27,1,0,0,0,3,0,1,4
7409,212358271,ANON_6402,2024-07-27,0,1,0,0,0,2,0,0
7410,212359932,ANON_3608,2024-07-27,0,1,0,0,0,2,0,0
7411,212369853,ANON_6403,2024-07-27,0,0,0,0,6,0,0,6
7412,212371283,ANON_6212,2024-07-27,0,0,0,2,0,0,0,0
7413,212386352,ANON_6404,2024-07-27,0,1,0,0,0,4,0,0
7414,212397519,ANON_6405,2024-07-27,0,1,0,0,0,2,0,0
7415,212413193,ANON_6406,2024-07-27,1,0,0,0,3,0,1,4
7416,212427612,ANON_6407,2024-07-27,1,0,0,0,0,0,1,1
7417,212449370,ANON_6408,2024-07-28,0,1,0,0,0,4,0,0
7418,212461493,ANON_6409,2024-07-28,0,2,0,0,0,0,0,0
7419,212471431,ANON_6410,2024-07-28,1,0,0,0,1,0,1,2
7420,212486153,ANON_6411,2024-07-28,0,1,0,0,0,0,0,0
7421,212496274,ANON_6412,2024-07-28,1,0,0,1,3,0,1,4
7422,212508066,ANON_6413,2024-07-28,0,1,0,0,0,5,0,0
7423,212521062,ANON_6414,2024-07-28,1,0,0,0,4,0,1,5
7424,212538917,ANON_6415,2024-07-28,1,0,0,0,3,0,1,4
7425,212556902,ANON_6416,2024-07-28,2,0,0,0,1,0,2,3
7426,212570502,ANON_1334,2024-07-28,0,2,0,0,0,3,0,0
7427,212575630,ANON_1016,2024-07-28,0,0,0,0,6,0,0,6
7428,212580666,ANON_6417,2024-07-28,0,2,0,0,0,9,0,0
7429,212596440,ANON_6418,2024-07-28,1,0,0,0,0,0,1,1
7430,212613860,ANON_6419,2024-07-29,2,0,0,0,0,0,2,2
7431,212627960,ANON_6420,2024-07-29,0,1,0,0,0,0,0,0
7432,212646373,ANON_6421,2024-07-29,0,1,0,0,0,0,0,0
7433,212658606,ANON_6422,2024-07-29,0,1,0,0,0,0,0,0
7434,212674823,ANON_6423,2024-07-29,0,0,0,0,0,1,0,0
7435,212684682,ANON_6424,2024-07-29,1,0,0,0,4,0,1,5
7436,212697844,ANON_6425,2024-07-29,0,0,0,0,0,12,0,0
7437,212720285,ANON_6426,2024-07-29,0,0,0,1,0,0,0,0
7438,212731074,ANON_6392,2024-07-29,1,0,0,0,0,0,1,1
7439,212733997,ANON_6427,2024-07-29,1,0,0,0,4,0,1,5
7440,212751522,ANON_6428,2024-07-29,0,0,0,2,0,0,0,0
7441,212767432,ANON_6429,2024-07-29,0,1,0,0,0,10,0,0
7442,212782556,ANON_6430,2024-07-29,2,0,0,0,9,0,2,11
7443,212796324,ANON_6431,2024-07-29,0,1,0,0,0,3,0,0
7444,212810635,ANON_6183,2024-07-29,0,0,0,0,6,0,0,6
7445,212813341,ANON_6432,2024-07-29,0,0,0,20,0,0,0,0
7446,212824694,ANON_6433,2024-07-29,1,0,0,0,3,0,1,4
7447,212849713,ANON_6434,2024-07-30,0,1,0,0,0,0,0,0
7448,212860085,ANON_6435,2024-07-30,1,0,0,0,4,0,1,5
7449,212875857,ANON_6436,2024-07-30,0,1,0,0,0,9,0,0
7450,212885034,ANON_6428,2024-07-29,1,0,0,0,0,0,1,1
7451,212894935,ANON_6437,2024-07-30,0,0,0,0,0,6,0,0
7452,212911591,ANON_6438,2024-07-30,0,1,0,0,0,4,0,0
7453,212939196,ANON_6439,2024-07-30,1,0,0,0,0,0,1,1
7454,212944309,ANON_0829,2024-07-30,0,0,0,0,18,0,0,18
7455,212949608,ANON_0282,2024-07-30,1,0,0,0,0,0,1,1
7456,212953972,ANON_6440,2024-07-30,1,0,0,0,0,0,1,1
7457,212958686,ANON_2913,2024-07-30,0,0,0,0,12,12,0,12
7458,212968427,ANON_6441,2024-07-30,0,1,0,0,0,4,0,0
7459,212982686,ANON_6442,2024-07-30,2,0,0,0,0,0,2,2
7460,213000273,ANON_6443,2024-07-30,0,1,0,0,0,4,0,0
7461,213007454,ANON_5101,2024-07-30,1,0,0,0,6,1,1,7
7462,213011225,ANON_6444,2024-07-30,0,1,0,0,0,0,0,0
7463,213026050,ANON_6445,2024-07-30,0,0,0,0,0,6,0,0
7464,213036370,ANON_6446,2024-07-30,0,1,0,1,0,2,0,0
7465,213049962,ANON_6447,2024-07-30,1,0,0,0,3,0,1,4
7466,213066847,ANON_6448,2024-07-31,1,0,0,0,0,0,1,1
7467,213080589,ANON_6449,2024-07-31,2,1,0,0,0,11,2,2
7468,213096864,ANON_6450,2024-07-31,0,1,0,0,0,4,0,0
7469,213115270,ANON_6451,2024-07-31,1,0,0,0,0,0,1,1
7470,213123823,ANON_6452,2024-07-31,0,1,0,0,0,4,0,0
7471,213136358,ANON_6453,2024-07-31,3,0,0,0,3,0,3,6
7472,213150021,ANON_6454,2024-07-31,0,1,0,0,0,0,0,0
7473,213167339,ANON_6455,2024-07-31,1,0,0,0,0,0,1,1
7474,213182247,ANON_6456,2024-07-31,0,1,0,0,0,0,0,0
7475,213193332,ANON_3952,2024-07-31,2,0,0,0,6,0,2,8
7476,213198433,ANON_6457,2024-07-31,0,0,0,0,3,0,0,3
7477,213211719,ANON_6458,2024-07-31,0,1,0,0,0,4,0,0
7478,213223052,ANON_6459,2024-07-31,1,0,0,0,3,0,1,4
7479,213236224,ANON_6460,2024-07-31,2,0,0,0,14,0,2,16
7480,213250751,ANON_6461,2024-07-31,1,0,0,0,3,0,1,4
7481,213262812,ANON_2967,2024-07-31,0,0,0,0,6,0,0,6
7482,213274955,ANON_6462,2024-07-31,0,1,0,0,0,4,0,0
7483,213294237,ANON_6463,2024-08-01,0,1,0,0,0,0,0,0
7484,213307216,ANON_6464,2024-08-01,0,1,0,0,0,4,0,0
7485,213319595,ANON_6465,2024-08-01,0,1,0,0,0,0,0,0
7486,213332010,ANON_6466,2024-08-01,1,0,0,0,0,0,1,1
7487,213347723,ANON_6467,2024-08-01,0,1,0,0,0,5,0,0
7488,213357832,ANON_6468,2024-08-01,0,2,0,0,0,0,0,0
7489,213370454,ANON_6469,2024-08-01,1,0,1,0,0,0,1,1
7490,213383954,ANON_6470,2024-08-01,0,0,0,2,0,0,0,0
7491,213397604,ANON_2365,2024-08-01,1,0,0,0,6,0,1,7
7492,213398439,ANON_6471,2024-08-01,0,1,0,0,0,0,0,0
7493,213414306,ANON_6472,2024-08-01,0,0,0,0,0,6,0,0
7494,213427941,ANON_6473,2024-08-01,0,0,0,0,0,6,0,0
7495,213442808,ANON_6474,2024-08-01,2,0,0,0,0,0,2,2
7496,213454839,ANON_6475,2024-08-01,1,0,0,0,0,0,1,1
7497,213468285,ANON_6476,2024-08-01,1,0,0,0,0,0,1,1
7498,213482136,ANON_6477,2024-08-01,1,1,1,0,3,0,1,4
7499,213500703,ANON_6226,2024-08-02,2,0,0,0,10,0,2,12
7500,213500706,ANON_6478,2024-08-02,2,0,0,0,11,0,2,13
7501,213514621,ANON_6479,2024-08-02,0,0,1,0,3,0,0,3
7502,213530343,ANON_6480,2024-08-02,0,1,0,0,0,0,0,0
7503,213542366,ANON_6481,2024-08-02,0,0,0,0,6,0,0,6
7504,213558277,ANON_6482,2024-08-02,1,0,0,0,6,0,1,7
7505,213570639,ANON_6483,2024-08-02,0,1,0,0,0,0,0,0
7506,213580579,ANON_6484,2024-08-02,0,0,0,0,0,6,0,0
7507,213587851,ANON_3317,2024-08-02,0,0,0,0,12,0,0,12
7508,213593021,ANON_6485,2024-08-02,0,1,0,0,0,0,0,0
7509,213601301,ANON_6486,2024-08-02,0,0,0,0,6,0,0,6
7510,213610461,ANON_4565,2024-08-02,0,1,0,0,0,3,0,0
7511,213620488,ANON_6487,2024-08-02,0,0,0,0,6,0,0,6
7512,213630250,ANON_6488,2024-08-02,0,2,0,0,0,0,0,0
7513,213648529,ANON_6489,2024-08-03,1,0,0,0,3,0,1,4
7514,213660130,ANON_6490,2024-08-03,0,0,0,0,6,0,0,6
7515,213673016,ANON_6491,2024-08-03,1,0,0,0,4,0,1,5
7516,213673944,ANON_2918,2024-08-03,2,0,0,0,6,6,2,8
7517,213683480,ANON_6492,2024-08-03,0,0,0,0,3,12,0,3
7518,213696705,ANON_6493,2024-08-03,0,0,0,2,0,0,0,0
7519,213697581,ANON_0250,2024-08-03,0,0,0,0,0,18,0,0
7520,213705858,ANON_6494,2024-08-03,2,0,0,0,2,0,2,4
7521,213718349,ANON_6495,2024-08-03,2,0,0,0,0,0,2,2
7522,213727161,ANON_6496,2024-08-03,1,0,0,0,4,0,1,5
7523,213739411,ANON_6497,2024-08-03,1,0,1,0,1,0,1,2
7524,213754142,ANON_6498,2024-08-03,0,1,0,0,0,5,0,0
7525,213766650,ANON_6499,2024-08-04,0,1,0,0,0,0,0,0
7526,213782401,ANON_6500,2024-08-04,0,1,0,0,0,6,0,0
7527,213791878,ANON_6501,2024-08-04,0,1,0,0,0,3,0,0
7528,213801031,ANON_6502,2024-08-04,1,0,0,0,0,0,1,1
7529,213812372,ANON_6503,2024-08-04,1,0,0,0,3,0,1,4
7530,213820628,ANON_6504,2024-08-04,1,2,0,0,0,11,1,1
7531,213830740,ANON_6505,2024-08-04,1,0,0,0,4,0,1,5
7532,213842650,ANON_6506,2024-08-04,0,1,0,0,0,2,0,0
7533,213853797,ANON_6507,2024-08-04,1,0,0,0,7,0,1,8
7534,213865683,ANON_6307,2024-08-04,1,0,0,0,1,0,1,2
7535,213868266,ANON_6508,2024-08-04,0,2,0,0,0,0,0,0
7536,213877044,ANON_6509,2024-08-04,1,0,0,0,6,0,1,7
7537,213883118,ANON_5551,2024-08-04,2,0,0,0,2,0,2,4
7538,213889407,ANON_6510,2024-08-04,0,1,0,0,0,0,0,0
7539,213904311,ANON_6511,2024-08-04,2,0,0,0,0,0,2,2
7540,213914389,ANON_6512,2024-08-04,1,0,0,0,0,0,1,1
7541,213930764,ANON_6513,2024-08-05,1,0,0,0,1,0,1,2
7542,213947726,ANON_0714,2024-08-05,0,0,0,7,9,0,0,9
7543,213950236,ANON_6514,2024-08-05,0,0,0,0,0,5,0,0
7544,213952853,ANON_5718,2024-08-05,0,0,0,0,0,3,0,0
7545,213961298,ANON_6515,2024-08-05,0,1,0,0,0,6,0,0
7546,213981570,ANON_6516,2024-08-05,0,0,0,0,6,0,0,6
7547,213999331,ANON_6517,2024-08-05,1,0,0,0,0,0,1,1
7548,214014570,ANON_6518,2024-08-05,1,0,0,0,0,0,1,1
7549,214015737,ANON_6518,2024-08-05,2,0,0,0,4,0,2,6
7550,214029936,ANON_6519,2024-08-05,1,0,0,0,1,0,1,2
7551,214033544,ANON_6489,2024-08-03,1,0,0,0,0,0,1,1
7552,214046642,ANON_6520,2024-08-05,0,0,0,0,6,0,0,6
7553,214061549,ANON_6521,2024-08-05,0,1,0,0,0,4,0,0
7554,214074869,ANON_0611,2024-08-05,1,0,0,0,0,0,1,1
7555,214077475,ANON_6522,2024-08-05,1,0,0,0,7,0,1,8
7556,214089870,ANON_0893,2024-08-05,0,0,0,0,6,1,0,6
7557,214090537,ANON_6523,2024-08-05,0,2,0,0,0,0,0,0
7558,214109572,ANON_6524,2024-08-05,0,1,0,0,0,2,0,0
7559,214121764,ANON_6525,2024-08-05,0,1,0,2,0,9,0,0
7560,214138824,ANON_6526,2024-08-05,1,0,0,0,6,0,1,7
7561,214154575,ANON_6527,2024-08-05,1,0,0,0,3,0,1,4
7562,214165758,ANON_4766,2024-08-05,2,0,0,0,0,0,2,2
7563,214171647,ANON_6528,2024-08-05,1,1,0,3,0,6,1,1
7564,214190841,ANON_6529,2024-08-06,15,0,0,0,0,0,15,15
7565,214208043,ANON_6468,2024-08-06,0,1,0,0,0,0,0,0
7566,214209437,ANON_6530,2024-08-06,0,1,0,0,0,5,0,0
7567,214224538,ANON_6531,2024-08-06,0,1,0,0,0,8,0,0
7568,214240565,ANON_6532,2024-08-06,1,0,0,0,2,0,1,3
7569,214254488,ANON_6533,2024-08-06,0,0,0,1,0,0,0,0
7570,214271278,ANON_6534,2024-08-06,0,0,0,0,6,0,0,6
7571,214284161,ANON_3250,2024-08-06,0,0,0,0,0,5,0,0
7572,214286547,ANON_6535,2024-08-06,2,0,0,0,6,0,2,8
7573,214311688,ANON_6536,2024-08-06,0,1,0,0,0,9,0,0
7574,214323593,ANON_6537,2024-08-06,1,0,0,0,7,0,1,8
7575,214342191,ANON_6538,2024-08-06,0,1,0,0,0,2,0,0
