,kolejności,Anon,Data zakupu,bottle_units,pitcher_units,accessory_units,other_units,bottle_filter_units,pitcher_filter_units,bottle_included_filter_units,total_bottle_filters
0,68640194,ANON_0001,2022-11-09,1,0,1,0,4,0,1,5
1,69067553,ANON_0002,2022-11-11,0,0,1,0,2,0,0,2
2,69571584,ANON_0003,2022-11-13,2,0,0,1,9,0,2,11
3,69716225,ANON_0004,2022-11-14,0,1,0,0,0,2,0,0
4,69779965,ANON_0005,2022-11-14,0,1,0,0,0,0,0,0
5,69825101,ANON_0006,2022-11-14,0,1,0,0,3,8,0,3
6,69871741,ANON_0007,2022-11-14,1,0,0,0,4,0,1,5
7,69955393,ANON_0008,2022-11-15,0,1,0,1,0,0,0,0
8,70018996,ANON_0009,2022-11-15,0,1,0,1,0,0,0,0
9,70059452,ANON_0010,2022-11-15,1,0,0,0,1,0,1,2
10,70107557,ANON_0011,2022-11-15,1,0,0,0,1,0,1,2
11,70165446,ANON_0012,2022-11-15,0,1,0,1,0,0,0,0
12,70245579,ANON_0013,2022-11-16,0,0,2,0,3,0,0,3
13,70309526,ANON_0014,2022-11-16,2,0,0,0,2,0,2,4
14,70381061,ANON_0015,2022-11-16,1,0,0,0,4,0,1,5
15,70418667,ANON_0016,2022-11-16,0,0,0,0,0,8,0,0
16,70482384,ANON_0017,2022-11-17,0,0,2,0,0,0,0,0
17,70571788,ANON_0018,2022-11-17,0,1,0,1,0,0,0,0
18,70627381,ANON_0019,2022-11-17,0,0,0,2,0,0,0,0
19,70681343,ANON_0020,2022-11-17,0,1,0,0,6,0,0,6
20,70765889,ANON_0021,2022-11-18,0,1,0,0,0,5,0,0
21,70812402,ANON_0022,2022-11-18,0,0,0,1,1,0,0,1
22,70879206,ANON_0023,2022-11-18,0,1,0,0,0,2,0,0
23,70925047,ANON_0024,2022-11-19,0,1,0,1,0,0,0,0
24,70974602,ANON_0025,2022-11-19,1,0,1,0,3,6,1,4
25,71037795,ANON_0026,2022-11-19,0,1,0,1,0,0,0,0
26,71108105,ANON_0027,2022-11-20,2,0,0,0,8,0,2,10
27,71170123,ANON_0028,2022-11-20,0,0,0,4,0,0,0,0
28,71213341,ANON_0029,2022-11-20,0,0,0,5,0,0,0,0
29,71286523,ANON_0030,2022-11-20,2,0,0,0,32,0,2,34
30,71367858,ANON_0031,2022-11-21,0,0,0,0,6,0,0,6
31,71437179,ANON_0032,2022-11-21,0,0,0,0,0,8,0,0
32,71491029,ANON_0033,2022-11-21,0,0,1,0,2,0,0,2
33,71550686,ANON_0034,2022-11-21,1,1,0,0,4,0,1,5
34,71642317,ANON_0035,2022-11-22,0,0,4,0,0,0,0,0
35,71703481,ANON_0036,2022-11-22,0,0,0,2,0,0,0,0
36,71774799,ANON_0037,2022-11-22,1,0,0,0,1,0,1,2
37,71834990,ANON_0038,2022-11-22,4,0,1,0,6,0,4,10
38,71909595,ANON_0039,2022-11-22,0,1,0,0,3,5,0,3
39,71954510,ANON_0040,2022-11-23,1,1,0,0,4,0,1,5
40,72029832,ANON_0041,2022-11-23,2,0,0,0,5,0,2,7
41,72088340,ANON_0042,2022-11-23,0,0,1,0,0,0,0,0
42,72157764,ANON_0043,2022-11-23,0,0,0,0,0,4,0,0
43,72221685,ANON_0044,2022-11-24,0,1,0,0,0,2,0,0
44,72283889,ANON_0045,2022-11-24,1,0,0,0,4,0,1,5
45,72357063,ANON_0046,2022-11-24,0,1,4,0,0,6,0,0
46,72428298,ANON_0047,2022-11-24,1,0,1,0,3,0,1,4
47,72503108,ANON_0048,2022-11-25,0,0,0,9,6,0,0,6
48,72552305,ANON_0049,2022-11-25,0,1,0,0,0,6,0,0
49,72629587,ANON_0050,2022-11-25,0,0,0,0,0,16,0,0
50,72680150,ANON_0051,2022-11-25,0,1,0,1,0,0,0,0
51,72729730,ANON_0052,2022-11-25,0,1,0,0,0,2,0,0
52,72765485,ANON_0053,2022-11-25,0,1,0,1,0,0,0,0
53,72818490,ANON_0054,2022-11-26,2,0,0,0,5,8,2,7
54,72877891,ANON_0055,2022-11-26,0,0,0,2,0,0,0,0
55,72927856,ANON_0056,2022-11-26,0,0,0,0,6,0,0,6
56,72971178,ANON_0057,2022-11-26,0,0,0,2,0,0,0,0
57,73051182,ANON_0058,2022-11-27,2,0,3,0,4,0,2,6
58,73102832,ANON_0059,2022-11-27,0,0,0,0,8,0,0,8
59,73164743,ANON_0060,2022-11-27,1,0,0,0,1,0,1,2
60,73214628,ANON_0061,2022-11-27,0,1,0,0,0,3,0,0
61,73270883,ANON_0062,2022-11-27,0,0,0,2,0,0,0,0
62,73351778,ANON_0063,2022-11-28,0,0,0,0,3,0,0,3
63,73419522,ANON_0064,2022-11-28,1,0,0,0,18,0,1,19
64,73497655,ANON_0065,2022-11-28,0,0,4,2,5,0,0,5
65,73586645,ANON_0066,2022-11-28,0,1,0,1,0,0,0,0
66,73658406,ANON_0067,2022-11-28,0,1,0,1,0,0,0,0
67,73726630,ANON_0068,2022-11-29,2,1,0,1,2,0,2,4
68,73808575,ANON_0069,2022-11-29,1,0,0,0,1,0,1,2
69,73857859,ANON_0070,2022-11-29,0,0,1,0,0,0,0,0
70,73920042,ANON_0071,2022-11-29,2,1,0,0,5,2,2,7
71,74010394,ANON_0072,2022-11-30,1,0,0,0,1,0,1,2
72,74105481,ANON_0073,2022-11-30,0,0,0,0,0,16,0,0
73,74167046,ANON_0074,2022-11-30,1,0,1,0,3,0,1,4
74,74232346,ANON_0075,2022-11-30,6,0,0,0,6,0,6,12
75,74351722,ANON_0076,2022-12-01,1,0,0,2,1,0,1,2
76,74417194,ANON_0077,2022-12-01,0,0,0,0,7,1,0,7
77,74474452,ANON_0078,2022-12-01,0,0,0,2,0,0,0,0
78,74571114,ANON_0079,2022-12-02,1,0,0,0,1,0,1,2
79,74617110,ANON_0080,2022-12-02,0,1,0,1,0,12,0,0
80,74682253,ANON_0081,2022-12-02,5,0,0,0,5,0,5,10
81,74728692,ANON_0082,2022-12-02,0,0,0,7,0,0,0,0
82,74781374,ANON_0083,2022-12-03,2,0,0,0,4,0,2,6
83,74781375,ANON_0064,2022-12-03,0,0,0,2,12,0,0,12
84,74830540,ANON_0084,2022-12-03,0,0,0,0,0,16,0,0
85,74869399,ANON_0085,2022-12-03,0,0,0,0,3,0,0,3
86,74907565,ANON_0086,2022-12-03,0,2,0,0,0,0,0,0
87,74944406,ANON_0087,2022-12-03,1,0,0,0,2,0,1,3
88,74997718,ANON_0088,2022-12-04,0,0,0,0,7,0,0,7
89,75047484,ANON_0089,2022-12-04,1,0,0,0,0,0,1,1
90,75086465,ANON_0090,2022-12-04,2,1,0,1,2,0,2,4
91,75149326,ANON_0091,2022-12-04,1,0,0,0,2,0,1,3
92,75190674,ANON_0092,2022-12-04,1,0,0,0,2,0,1,3
93,75278415,ANON_0093,2022-12-05,0,0,3,0,6,0,0,6
94,75348591,ANON_0094,2022-12-05,0,0,0,2,1,0,0,1
95,75422947,ANON_0095,2022-12-05,0,0,2,0,0,0,0,0
96,75482096,ANON_0096,2022-12-05,1,0,0,0,1,0,1,2
97,75531486,ANON_0097,2022-12-05,0,0,0,0,1,0,0,1
98,75617013,ANON_0098,2022-12-06,0,1,0,1,0,0,0,0
99,75662581,ANON_0099,2022-12-06,0,1,0,1,0,0,0,0
100,75724862,ANON_0100,2022-12-06,0,1,0,1,0,0,0,0
101,75784859,ANON_0101,2022-12-06,1,0,0,1,0,0,1,1
102,75844569,ANON_0102,2022-12-06,0,0,0,0,4,12,0,4
103,75906701,ANON_0103,2022-12-07,1,1,0,0,5,0,1,6
104,75960718,ANON_0104,2022-12-07,0,0,0,0,0,12,0,0
105,76016351,ANON_0105,2022-12-07,0,0,0,0,3,0,0,3
106,76079678,ANON_0106,2022-12-07,2,0,0,0,2,0,2,4
107,76104204,ANON_0068,2022-12-07,2,0,0,0,2,0,2,4
108,76142688,ANON_0107,2022-12-07,0,0,0,6,3,0,0,3
109,76214591,ANON_0108,2022-12-08,0,1,0,1,0,0,0,0
110,76266362,ANON_0109,2022-12-08,1,0,0,0,5,0,1,6
111,76323509,ANON_0110,2022-12-08,0,0,0,2,0,0,0,0
112,76383818,ANON_0111,2022-12-08,0,1,0,0,0,9,0,0
113,76424685,ANON_0112,2022-12-08,4,0,1,0,4,0,4,8
114,76488072,ANON_0113,2022-12-09,0,0,0,1,0,0,0,0
115,76559710,ANON_0114,2022-12-09,1,0,0,0,2,0,1,3
116,76615778,ANON_0115,2022-12-09,1,0,1,0,5,0,1,6
117,76659967,ANON_0116,2022-12-09,0,1,0,0,0,2,0,0
118,76703062,ANON_0117,2022-12-09,1,0,0,0,4,0,1,5
119,76760663,ANON_0118,2022-12-10,0,0,0,8,0,0,0,0
120,76799342,ANON_0119,2022-12-10,2,0,0,0,21,0,2,23
121,76836893,ANON_0120,2022-12-10,2,0,0,1,2,0,2,4
122,76887240,ANON_0121,2022-12-10,0,1,0,0,0,9,0,0
123,76919066,ANON_0122,2022-12-10,0,0,0,0,0,2,0,0
124,76977263,ANON_0123,2022-12-10,0,1,0,1,0,9,0,0
125,77050739,ANON_0124,2022-12-11,0,0,0,0,3,1,0,3
126,77096815,ANON_0125,2022-12-11,0,0,0,1,1,7,0,1
127,77168127,ANON_0126,2022-12-11,0,1,0,0,0,9,0,0
128,77248562,ANON_0127,2022-12-11,1,0,0,0,4,0,1,5
129,77373735,ANON_0128,2022-12-12,0,0,0,0,10,0,0,10
130,77441109,ANON_0129,2022-12-12,0,0,0,2,0,0,0,0
131,77542450,ANON_0130,2022-12-12,0,0,0,2,0,0,0,0
132,77572800,ANON_0122,2022-12-12,0,1,0,0,0,5,0,0
133,77597127,ANON_0131,2022-12-12,2,0,0,0,2,0,2,4
134,77673016,ANON_0132,2022-12-12,1,0,0,0,2,0,1,3
135,77741881,ANON_0133,2022-12-12,0,1,0,0,0,9,0,0
136,77813529,ANON_0134,2022-12-13,0,0,0,0,12,0,0,12
137,77896735,ANON_0135,2022-12-13,3,0,0,0,9,0,3,12
138,77975665,ANON_0136,2022-12-13,0,0,0,0,0,8,0,0
139,78027520,ANON_0137,2022-12-13,0,0,0,1,0,0,0,0
140,78088862,ANON_0138,2022-12-13,1,0,0,1,0,0,1,1
141,78166694,ANON_0139,2022-12-14,1,0,0,0,5,0,1,6
142,78263912,ANON_0140,2022-12-14,0,0,3,3,0,0,0,0
143,78327306,ANON_0141,2022-12-14,0,0,0,0,0,12,0,0
144,78414063,ANON_0142,2022-12-14,0,1,0,0,0,9,0,0
145,78472410,ANON_0143,2022-12-14,0,1,0,0,0,9,0,0
146,78540658,ANON_0144,2022-12-14,1,0,0,1,0,0,1,1
147,78616594,ANON_0145,2022-12-15,0,1,0,0,0,9,0,0
148,78688342,ANON_0146,2022-12-15,0,1,0,0,0,9,0,0
149,78756086,ANON_0147,2022-12-15,2,0,0,0,4,0,2,6
150,78811208,ANON_0148,2022-12-15,1,0,0,0,0,0,1,1
151,78869437,ANON_0149,2022-12-15,0,0,1,0,0,0,0,0
152,78938190,ANON_0150,2022-12-16,1,0,0,0,4,0,1,5
153,79015905,ANON_0151,2022-12-16,0,1,0,0,0,9,0,0
154,79061899,ANON_0152,2022-12-16,1,0,0,0,1,0,1,2
155,79087315,ANON_0111,2022-12-16,1,0,0,2,0,0,1,1
156,79116543,ANON_0153,2022-12-16,0,1,0,0,0,9,0,0
157,79158830,ANON_0154,2022-12-16,0,1,0,0,0,9,0,0
158,79207851,ANON_0155,2022-12-16,1,0,0,1,0,0,1,1
159,79285231,ANON_0156,2022-12-17,1,0,0,0,2,0,1,3
160,79316667,ANON_0157,2022-12-17,2,0,0,0,2,0,2,4
161,79423881,ANON_0158,2022-12-17,1,0,0,0,2,8,1,3
162,79533465,ANON_0159,2022-12-18,0,0,0,3,0,0,0,0
163,79666677,ANON_0160,2022-12-18,0,0,0,0,3,0,0,3
164,79792879,ANON_0161,2022-12-18,0,0,0,1,0,2,0,0
165,79862467,ANON_0162,2022-12-19,1,0,0,0,2,0,1,3
166,79924926,ANON_0163,2022-12-19,1,0,0,0,2,0,1,3
167,79999993,ANON_0164,2022-12-19,0,0,2,0,0,0,0,0
168,80059515,ANON_0165,2022-12-19,1,0,1,0,0,1,1,1
169,80131343,ANON_0166,2022-12-19,1,0,0,0,1,0,1,2
170,80197902,ANON_0167,2022-12-19,2,0,0,0,8,0,2,10
171,80273282,ANON_0168,2022-12-20,0,1,0,0,0,9,0,0
172,80347623,ANON_0169,2022-12-20,0,0,0,0,0,8,0,0
173,80439304,ANON_0170,2022-12-20,1,0,0,1,0,0,1,1
174,80491669,ANON_0171,2022-12-20,0,1,0,0,0,9,0,0
175,80575303,ANON_0172,2022-12-21,0,0,0,0,5,0,0,5
176,80623012,ANON_0173,2022-12-21,0,1,0,0,0,9,0,0
177,80687494,ANON_0174,2022-12-21,0,1,0,0,0,9,0,0
178,80761074,ANON_0175,2022-12-22,0,0,0,0,5,0,0,5
179,80821003,ANON_0176,2022-12-22,0,1,0,0,0,9,0,0
180,80872583,ANON_0177,2022-12-23,0,1,0,0,0,9,0,0
181,80931226,ANON_0178,2022-12-24,0,0,0,2,0,0,0,0
182,80997372,ANON_0179,2022-12-25,1,0,0,0,1,0,1,2
183,81031888,ANON_0180,2022-12-25,0,0,1,0,6,0,0,6
184,81090059,ANON_0181,2022-12-26,0,0,1,1,6,0,0,6
185,81139951,ANON_0182,2022-12-26,1,0,0,0,2,0,1,3
186,81194882,ANON_0183,2022-12-27,0,1,0,0,0,9,0,0
187,81240778,ANON_0184,2022-12-27,0,0,0,2,0,0,0,0
188,81290182,ANON_0185,2022-12-27,1,0,1,0,10,0,1,11
189,81334462,ANON_0186,2022-12-27,1,0,2,0,1,0,1,2
190,81391437,ANON_0187,2022-12-27,1,0,0,0,5,0,1,6
191,81457641,ANON_0188,2022-12-28,0,1,0,0,0,9,0,0
192,81507461,ANON_0189,2022-12-28,2,0,1,0,4,0,2,6
193,81547821,ANON_0190,2022-12-28,1,0,0,0,1,0,1,2
194,81605803,ANON_0191,2022-12-28,0,0,0,0,0,8,0,0
195,81666588,ANON_0192,2022-12-29,0,0,0,1,0,0,0,0
196,81716088,ANON_0193,2022-12-29,0,1,0,0,0,9,0,0
197,81767971,ANON_0194,2022-12-29,0,0,0,2,0,0,0,0
198,81845183,ANON_0195,2022-12-30,0,1,0,0,0,9,0,0
199,81909371,ANON_0196,2022-12-30,0,0,0,0,0,12,0,0
200,81957715,ANON_0197,2022-12-30,0,0,0,2,0,0,0,0
201,81998361,ANON_0198,2022-12-31,0,0,0,0,0,16,0,0
202,82048835,ANON_0199,2022-12-31,0,1,0,0,0,7,0,0
203,82093720,ANON_0200,2023-01-01,0,0,0,0,5,0,0,5
204,82125127,ANON_0201,2023-01-01,0,0,0,0,6,0,0,6
205,82164349,ANON_0202,2023-01-01,1,0,0,0,2,0,1,3
206,82203498,ANON_0203,2023-01-02,0,0,2,1,0,0,0,0
207,82237360,ANON_0204,2023-01-02,0,0,0,0,0,48,0,0
208,82284571,ANON_0205,2023-01-02,0,0,0,2,0,0,0,0
209,82332129,ANON_0206,2023-01-02,0,0,0,0,0,8,0,0
210,82391771,ANON_0207,2023-01-02,0,0,1,0,2,0,0,2
211,82436898,ANON_0208,2023-01-02,1,1,0,0,2,9,1,3
212,82494545,ANON_0209,2023-01-03,0,0,0,0,8,0,0,8
213,82545302,ANON_0210,2023-01-03,0,0,2,2,0,0,0,0
214,82593268,ANON_0211,2023-01-03,4,0,0,0,4,0,4,8
215,82625497,ANON_0212,2023-01-03,0,0,1,1,0,0,0,0
216,82673124,ANON_0213,2023-01-03,1,0,0,0,1,0,1,2
217,82716828,ANON_0214,2023-01-04,1,0,0,0,2,0,1,3
218,82762642,ANON_0215,2023-01-04,3,0,0,0,21,0,3,24
219,82805006,ANON_0216,2023-01-04,0,0,1,0,0,0,0,0
220,82837418,ANON_0217,2023-01-04,0,0,0,0,3,0,0,3
221,82877539,ANON_0218,2023-01-04,2,0,0,0,2,0,2,4
222,82909821,ANON_0219,2023-01-05,0,0,1,1,0,0,0,0
223,82947919,ANON_0220,2023-01-05,2,0,0,0,14,0,2,16
224,82980631,ANON_0221,2023-01-05,0,0,0,0,0,7,0,0
225,83017846,ANON_0222,2023-01-05,0,0,0,1,0,0,0,0
226,83069140,ANON_0223,2023-01-06,0,0,1,0,0,0,0,0
227,83100967,ANON_0224,2023-01-06,0,0,0,0,4,0,0,4
228,83141437,ANON_0225,2023-01-06,4,0,0,0,10,0,4,14
229,83185150,ANON_0226,2023-01-06,0,0,0,0,8,0,0,8
230,83229509,ANON_0227,2023-01-07,0,0,0,0,6,0,0,6
231,83257809,ANON_0228,2023-01-07,0,1,0,2,0,0,0,0
232,83298478,ANON_0229,2023-01-07,0,1,0,0,0,5,0,0
233,83334705,ANON_0230,2023-01-07,0,1,0,0,0,9,0,0
234,83401754,ANON_0231,2023-01-08,0,0,0,0,6,0,0,6
235,83442831,ANON_0232,2023-01-08,0,0,0,0,6,6,0,6
236,83470828,ANON_0233,2023-01-08,1,0,0,0,1,0,1,2
237,83515772,ANON_0234,2023-01-08,0,0,0,0,0,16,0,0
238,83562360,ANON_0235,2023-01-09,1,0,0,0,1,0,1,2
239,83600700,ANON_0236,2023-01-09,0,0,1,0,0,0,0,0
240,83655245,ANON_0237,2023-01-09,0,0,0,0,0,6,0,0
241,83701966,ANON_0238,2023-01-09,1,0,0,0,0,0,1,1
242,83745762,ANON_0239,2023-01-09,0,1,0,0,0,2,0,0
243,83778823,ANON_0240,2023-01-09,2,0,0,0,8,0,2,10
244,83821395,ANON_0241,2023-01-09,1,0,0,0,13,0,1,14
245,83883085,ANON_0242,2023-01-10,0,0,0,0,0,12,0,0
246,83939472,ANON_0243,2023-01-10,0,0,0,1,0,0,0,0
247,83998971,ANON_0244,2023-01-10,1,1,0,0,4,9,1,5
248,84058676,ANON_0245,2023-01-10,0,0,0,0,0,8,0,0
249,84085047,ANON_0246,2023-01-10,0,0,1,0,0,6,0,0
250,84128741,ANON_0247,2023-01-11,1,0,0,0,1,0,1,2
251,84178657,ANON_0248,2023-01-11,2,0,0,0,2,0,2,4
252,84235171,ANON_0249,2023-01-11,0,0,1,0,3,0,0,3
253,84278277,ANON_0250,2023-01-11,0,0,0,0,0,12,0,0
254,84307985,ANON_0251,2023-01-11,0,1,0,0,0,9,0,0
255,84349060,ANON_0252,2023-01-11,0,0,0,2,1,0,0,1
256,84433569,ANON_0253,2023-01-12,0,0,6,0,0,0,0,0
257,84503766,ANON_0254,2023-01-12,2,0,0,0,2,0,2,4
258,84551864,ANON_0255,2023-01-12,0,1,0,0,0,4,0,0
259,84596732,ANON_0256,2023-01-12,1,0,0,0,1,0,1,2
260,84657018,ANON_0257,2023-01-13,1,0,0,0,4,0,1,5
261,84724329,ANON_0258,2023-01-13,0,0,0,1,0,12,0,0
262,84767084,ANON_0259,2023-01-13,2,0,0,0,4,0,2,6
263,84824312,ANON_0260,2023-01-14,1,0,0,0,7,6,1,8
264,84865653,ANON_0261,2023-01-14,0,1,0,0,0,5,0,0
265,84899402,ANON_0262,2023-01-14,0,0,0,0,0,4,0,0
266,84925235,ANON_0263,2023-01-14,0,1,0,1,5,8,0,5
267,84975587,ANON_0264,2023-01-15,2,0,0,0,3,0,2,5
268,85004857,ANON_0265,2023-01-15,0,0,0,1,3,0,0,3
269,85037885,ANON_0266,2023-01-15,2,0,0,0,1,0,2,3
270,85079645,ANON_0267,2023-01-15,0,0,0,0,0,9,0,0
271,85132338,ANON_0268,2023-01-15,0,0,0,0,2,1,0,2
272,85179636,ANON_0269,2023-01-16,1,0,0,0,1,0,1,2
273,85235654,ANON_0270,2023-01-16,1,0,0,0,2,0,1,3
274,85277408,ANON_0271,2023-01-16,0,1,0,0,0,9,0,0
275,85327165,ANON_0272,2023-01-16,0,1,0,0,0,0,0,0
276,85384605,ANON_0273,2023-01-16,0,0,0,2,0,0,0,0
277,85448038,ANON_0274,2023-01-17,0,0,1,0,3,6,0,3
278,85523096,ANON_0275,2023-01-17,2,0,0,0,4,0,2,6
279,85590475,ANON_0276,2023-01-17,0,1,0,0,0,2,0,0
280,85649148,ANON_0277,2023-01-17,1,0,0,0,1,0,1,2
281,85731446,ANON_0278,2023-01-18,2,1,0,2,8,15,2,10
282,85767030,ANON_0279,2023-01-18,1,0,0,0,0,0,1,1
283,85799586,ANON_0280,2023-01-18,0,1,0,0,0,18,0,0
284,85842910,ANON_0281,2023-01-18,0,0,0,0,6,0,0,6
285,85907019,ANON_0282,2023-01-19,1,0,0,0,1,0,1,2
286,85957187,ANON_0283,2023-01-19,0,0,0,1,0,0,0,0
287,86003880,ANON_0284,2023-01-19,1,1,1,0,3,18,1,4
288,86070787,ANON_0285,2023-01-19,0,0,0,0,6,0,0,6
289,86121964,ANON_0286,2023-01-20,0,0,1,0,0,1,0,0
290,86195269,ANON_0287,2023-01-20,0,0,0,0,2,0,0,2
291,86242921,ANON_0288,2023-01-21,1,0,2,0,1,0,1,2
292,86283796,ANON_0289,2023-01-21,2,0,0,0,0,0,2,2
293,86320001,ANON_0290,2023-01-21,0,0,0,0,4,0,0,4
294,86383893,ANON_0291,2023-01-22,0,0,0,0,0,12,0,0
295,86431762,ANON_0292,2023-01-22,0,0,0,0,0,6,0,0
296,86480025,ANON_0293,2023-01-22,1,0,1,0,0,0,1,1
297,86548020,ANON_0294,2023-01-23,2,0,1,0,4,13,2,6
298,86622093,ANON_0295,2023-01-23,1,0,0,0,1,0,1,2
299,86680052,ANON_0296,2023-01-23,1,0,0,0,1,0,1,2
300,86725351,ANON_0297,2023-01-23,0,0,0,0,0,9,0,0
301,86776769,ANON_0298,2023-01-23,1,0,0,0,1,0,1,2
302,86874664,ANON_0299,2023-01-24,1,1,0,0,2,5,1,3
303,86923367,ANON_0300,2023-01-24,1,0,0,0,1,0,1,2
304,86986247,ANON_0301,2023-01-24,0,1,1,0,6,10,0,6
305,87070442,ANON_0302,2023-01-25,4,0,0,0,4,6,4,8
306,87148668,ANON_0303,2023-01-25,1,0,0,0,1,0,1,2
307,87203773,ANON_0304,2023-01-25,0,0,0,2,0,0,0,0
308,87291226,ANON_0305,2023-01-26,1,0,1,0,6,0,1,7
309,87338040,ANON_0306,2023-01-26,0,1,0,0,0,0,0,0
310,87397088,ANON_0307,2023-01-26,0,0,1,2,0,0,0,0
311,87440639,ANON_0308,2023-01-27,1,0,0,0,1,0,1,2
312,87495317,ANON_0309,2023-01-27,0,0,0,0,0,3,0,0
313,87554692,ANON_0310,2023-01-27,0,0,4,0,9,1,0,9
314,87608870,ANON_0311,2023-01-28,2,0,0,0,2,0,2,4
315,87639016,ANON_0312,2023-01-28,1,0,0,0,4,0,1,5
316,87675261,ANON_0313,2023-01-28,0,1,0,0,0,8,0,0
317,87718721,ANON_0314,2023-01-29,1,0,0,0,2,0,1,3
318,87771634,ANON_0315,2023-01-29,0,0,0,0,0,8,0,0
319,87802605,ANON_0316,2023-01-29,0,0,0,9,6,0,0,6
320,87852883,ANON_0317,2023-01-29,0,1,0,0,0,2,0,0
321,87890303,ANON_0318,2023-01-29,1,0,0,0,4,0,1,5
322,87962904,ANON_0319,2023-01-30,2,0,0,0,2,0,2,4
323,88008419,ANON_0320,2023-01-30,2,0,0,0,2,0,2,4
324,88043502,ANON_0321,2023-01-30,2,0,0,0,11,0,2,13
325,88086540,ANON_0322,2023-01-30,1,1,1,0,1,5,1,2
326,88125396,ANON_0323,2023-01-30,0,1,0,0,0,0,0,0
327,88200889,ANON_0324,2023-01-31,1,0,0,0,1,0,1,2
328,88288383,ANON_0325,2023-01-31,1,0,0,0,1,0,1,2
329,88342486,ANON_0326,2023-01-31,0,0,0,0,12,0,0,12
330,88400124,ANON_0327,2023-02-01,0,0,1,0,0,0,0,0
331,88446732,ANON_0328,2023-02-01,1,0,0,0,1,0,1,2
332,88488494,ANON_0329,2023-02-01,1,0,0,0,1,0,1,2
333,88559078,ANON_0330,2023-02-01,0,0,0,1,0,0,0,0
334,88600286,ANON_0331,2023-02-01,0,1,0,0,0,2,0,0
335,88655562,ANON_0332,2023-02-02,0,1,0,0,2,6,0,2
336,88720032,ANON_0333,2023-02-02,0,0,0,2,0,0,0,0
337,88768678,ANON_0334,2023-02-02,0,0,0,0,2,0,0,2
338,88820807,ANON_0335,2023-02-02,2,0,0,0,5,0,2,7
339,88877985,ANON_0336,2023-02-03,1,0,0,0,10,0,1,11
340,88925576,ANON_0337,2023-02-03,0,0,2,0,0,0,0,0
341,88960232,ANON_0338,2023-02-03,0,0,2,0,4,0,0,4
342,89000494,ANON_0339,2023-02-03,0,0,0,2,0,0,0,0
343,89037117,ANON_0116,2023-02-04,0,0,0,1,1,0,0,1
344,89046336,ANON_0340,2023-02-04,0,0,0,0,0,8,0,0
345,89077251,ANON_0341,2023-02-04,2,0,0,0,2,0,2,4
346,89118145,ANON_0342,2023-02-04,1,0,0,0,1,0,1,2
347,89172331,ANON_0343,2023-02-05,2,0,0,0,2,0,2,4
348,89209925,ANON_0344,2023-02-05,0,0,0,0,0,18,0,0
349,89255967,ANON_0345,2023-02-05,0,0,0,2,0,0,0,0
350,89296680,ANON_0346,2023-02-05,0,0,2,0,4,0,0,4
351,89344979,ANON_0347,2023-02-05,2,0,0,0,2,0,2,4
352,89393071,ANON_0348,2023-02-06,0,0,0,2,0,0,0,0
353,89445317,ANON_0349,2023-02-06,0,1,0,0,0,9,0,0
354,89483835,ANON_0350,2023-02-06,0,0,1,0,0,3,0,0
355,89514666,ANON_0351,2023-02-06,0,1,0,0,0,12,0,0
356,89554031,ANON_0352,2023-02-06,1,0,0,0,7,0,1,8
357,89589991,ANON_0353,2023-02-06,2,0,1,0,4,6,2,6
358,89618079,ANON_0354,2023-02-06,1,1,0,0,1,0,1,2
359,89637419,ANON_0188,2023-02-07,0,1,0,0,0,7,0,0
360,89653454,ANON_0355,2023-02-07,3,1,0,0,5,0,3,8
361,89700011,ANON_0356,2023-02-07,0,0,0,0,1,0,0,1
362,89757273,ANON_0357,2023-02-07,0,0,0,0,6,0,0,6
363,89810313,ANON_0358,2023-02-07,0,1,0,0,0,0,0,0
364,89864245,ANON_0359,2023-02-07,1,0,0,0,1,0,1,2
365,89908289,ANON_0360,2023-02-08,0,0,0,0,6,0,0,6
366,89967228,ANON_0361,2023-02-08,0,0,0,2,0,0,0,0
367,90005139,ANON_0362,2023-02-08,1,0,0,0,1,0,1,2
368,90040616,ANON_0363,2023-02-08,1,0,0,0,1,0,1,2
369,90068165,ANON_0364,2023-02-08,0,0,0,2,0,0,0,0
370,90097311,ANON_0365,2023-02-08,0,0,0,2,0,0,0,0
371,90147684,ANON_0366,2023-02-09,2,0,1,0,4,0,2,6
372,90201954,ANON_0367,2023-02-09,0,0,0,0,0,7,0,0
373,90249642,ANON_0368,2023-02-09,1,0,0,0,1,0,1,2
374,90306165,ANON_0369,2023-02-09,1,0,0,0,10,1,1,11
375,90353224,ANON_0370,2023-02-09,0,1,0,0,0,5,0,0
376,90405219,ANON_0371,2023-02-10,0,1,0,0,0,2,0,0
377,90444112,ANON_0372,2023-02-10,0,0,0,0,6,0,0,6
378,90502796,ANON_0373,2023-02-10,0,0,0,0,6,0,0,6
379,90502804,ANON_0373,2023-02-10,0,0,0,0,6,0,0,6
380,90553324,ANON_0374,2023-02-10,0,0,0,2,0,0,0,0
381,90593515,ANON_0375,2023-02-11,0,1,0,0,0,2,0,0
382,90606965,ANON_0247,2023-02-11,1,0,0,0,1,0,1,2
383,90617894,ANON_0376,2023-02-11,0,0,0,0,0,6,0,0
384,90650309,ANON_0377,2023-02-11,0,0,0,0,6,0,0,6
385,90687899,ANON_0378,2023-02-11,0,0,1,0,0,0,0,0
